text_tweet_clean,scores,compound,sentimen
 maaf nggak pernah ngomong seks bebas seakan akan kan asumi dari kamu ,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4592}",-0.4592,negatif
 kok dampak dari seks bebas ,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}",0.5106,positif
 padahal ringgal diganti aje isi kondom ama tes packnya jadi yupi ama panadol knp repot komen mendorong seks bebas xad broo kann gak harus plek ketiplek isinya sama ,"{'neg': 0.048, 'neu': 0.818, 'pos': 0.134, 'compound': 0.6486}",0.6486,positif
 tapi ngasih opsi kaya seakan blg dgn pake kondom itu jalan terbaik buat seks bebas kalo mau seks bebas gitu ,"{'neg': 0.0, 'neu': 0.354, 'pos': 0.646, 'compound': 0.9825}",0.9825,positif
 org org pada fokus free condom krn dianggap normalisasi seks bebas pdhl ini lebih sekedar itu mereka bahkan ngasih langkah langkah biasanya dipake buat ngatasin anxiety ,"{'neg': 0.046, 'neu': 0.777, 'pos': 0.177, 'compound': 0.7096}",0.7096,positif
 masih pengen seks bebas yaa ,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.5574}",0.5574,positif
 betul banget banyak org konservatif pake dalil agama sebagai argumen utama penentangan thd seks bebas tetep aja malahan kalangan mereka juga banyak ,"{'neg': 0.135, 'neu': 0.713, 'pos': 0.152, 'compound': 0.1154}",0.1154,positif
 salah satu dampak seks bebas ogah nikah dan childfree menggila ditambah biaya hidup yang makin mencekik orang orang udah gak peduli sama orang lain bahkan sekalipun keluarganya sendiri mereka cuma sibuk ngurus diri sendiri gak mikir gimana generasi mendatang negerinya ,"{'neg': 0.128, 'neu': 0.817, 'pos': 0.055, 'compound': -0.5197}",-0.5197,negatif
 anying kalo ada praktek biologi bagian produksi udah banyak anak bangsa seks bebas anjg ,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.5106}",0.5106,positif
 mau gimanapun seks bebas bisa normalisasi even pake kndom atau apapun kalo bisa cut kenapa harus dikasih opsi ,"{'neg': 0.074, 'neu': 0.81, 'pos': 0.116, 'compound': 0.296}",0.296,positif
 akibat buruk seks bebas ,"{'neg': 0.357, 'neu': 0.306, 'pos': 0.337, 'compound': -0.0516}",-0.0516,negatif
 udah usah pacaran emang nlaki cuma nyakitin doang nseks bebas ajah ,"{'neg': 0.159, 'neu': 0.659, 'pos': 0.181, 'compound': 0.1027}",0.1027,positif
 kenapa pada salty banget rep nya pdhl jelas ini memang helpful apakah dengan gerakan pengadaan seperti ini berarti mendukung seks bebas dont think indo memang masih perlu banget yang namanya sex edu ,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.9184}",0.9184,positif
 maksud mendukung seks bebas ,"{'neg': 0.0, 'neu': 0.326, 'pos': 0.674, 'compound': 0.7351}",0.7351,positif
 udah membenarkan seks bebas asal aman walau bawah umur tanpa liat aturan dan norma agama dan budaya gitu masih bisa bilang ngapa lucu luu ,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.9089}",0.9089,positif
 jelas cuma sekitaran seks bebas ajasi ,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.2023}",0.2023,positif
 awas bang fansnya kebanyakan para pelaku seks bebas ,"{'neg': 0.181, 'neu': 0.58, 'pos': 0.239, 'compound': 0.2023}",0.2023,positif
 orang gaakan berontak kalo tidak tidak apa hayo banyak studi menunjukkan perilaku seks bebas pada remaja itu karena keluarga tidak harmonis kurangnya keterbukaan antara orang tua dan anak gaada bilang adeknya sender salah kita lagi bahas apa harus dilakukan ,"{'neg': 0.133, 'neu': 0.699, 'pos': 0.168, 'compound': 0.2168}",0.2168,positif
 tentu akan edukasi baik baik apa saja bahaya seks bebas apa saja bahaya seks sebelum usianya tapi klo dia sudah terlanjur melakukannya apresiasi karena dia sudah mau pake kondom ,"{'neg': 0.092, 'neu': 0.742, 'pos': 0.167, 'compound': 0.5346}",0.5346,positif
 kenapa kok orang suka seks bebas takut hamil ,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}",0.7003,positif
 omongan abang ini bener coy kalo mau ngajarin buat ngehindarin seks bebas udah telat waktunya harusnya sebelum kejadian ini sekarang udah kejadian mau ajarin gimana juga bakal tetep dilakuin diusir dari rumah juga ada makin menggila coblos sana sini ,"{'neg': 0.066, 'neu': 0.802, 'pos': 0.132, 'compound': 0.5177}",0.5177,positif
 biology teacher ada praktek gituan cepuin aja nder materi sistem reproduksi prakteknya paling banter cuma bikin poster bahaya seks bebas ,"{'neg': 0.144, 'neu': 0.605, 'pos': 0.252, 'compound': 0.6486}",0.6486,positif
 apalagi tuh suka ada orang mesum yang manfaatin anak anak ngeri banget kan anak anak yang belum punya edukasi tentang seks dan ngga ada pengawasan dari orang dewasa secara bebas ngelakuin hal apapun dunia maya ,"{'neg': 0.162, 'neu': 0.667, 'pos': 0.171, 'compound': -0.1567}",-0.1567,negatif
 fwb itu depannya friend jadi selain itu tolong disebut aja seks bebas ,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.9062}",0.9062,positif
 mjb kak brrti org seks bebas gtu pcrn smpe atau org open gaboleh nikah org baik atau gimana ,"{'neg': 0.099, 'neu': 0.661, 'pos': 0.24, 'compound': 0.5258}",0.5258,positif
 emang sensitif soalnya ngeri seks bebas apalagi beres mabok ,"{'neg': 0.425, 'neu': 0.391, 'pos': 0.184, 'compound': -0.5106}",-0.5106,negatif
 lagi artis kasus pelecehan seksual kembali eksis sosmed setelah kasus artis bervideo maksiat jadi semakin yakin bahwa hukum sosial sudah tidak berlaku indonesia ini membuktikan bahwa pemikiran seks bebas sudah menjadi hal biasa indonesia ,"{'neg': 0.148, 'neu': 0.75, 'pos': 0.102, 'compound': -0.4019}",-0.4019,negatif
 dan mudah masuk pergaulan bebas kurang bergaul alias tertutup nada dua tipe kulihat satu kalo kecandu bokep dan udah merasakan seks dia gak akan demen namanya bokep lagi dan pmo dia maunya real aja terus ini bermuara pergaulan bebas ,"{'neg': 0.145, 'neu': 0.752, 'pos': 0.103, 'compound': -0.2966}",-0.2966,negatif
 display namenya liboon dah ganti kan gung sbaiknya juga ganti jadi cduta seks bebas surakarta wani gung ,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7351}",0.7351,positif
 selain dari mengamal seks sesama jenis mereka juga mengamalkan budaya seks bebas ,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.5106,positif
 lukh tanya aphh bebas yang pnting jgn ajak seks bebas xac ,"{'neg': 0.073, 'neu': 0.504, 'pos': 0.423, 'compound': 0.7879}",0.7879,positif
 pemuda hari ini dengan segala potensi yang fresh daya pikir tinggi justru terjebak pada perilaku seks bebas narkoba tawuran dst maka bagaimana perjuangan pemuda seharusnya nlink react with ,"{'neg': 0.184, 'neu': 0.742, 'pos': 0.074, 'compound': -0.5267}",-0.5267,negatif
 pemuda hari ini dengan segala potensi yang fresh daya pikir tinggi justru terjebak pada perilaku seks bebas narkoba tawuran dst gimana caranya memanfaatkan potensinya nlink react with ,"{'neg': 0.062, 'neu': 0.805, 'pos': 0.133, 'compound': 0.3182}",0.3182,positif
 pemuda hari ini dengan segala potensi yang fresh daya pikir tinggi justru terjebak pada perilaku seks bebas narkoba tawuran dst gimana harusnya pemuda menyibukkan dirinya nlink react with ,"{'neg': 0.068, 'neu': 0.853, 'pos': 0.078, 'compound': 0.0772}",0.0772,positif
 pemuda hari ini dengan segala potensi yang fresh daya pikir tinggi justru terjebak pada perilaku seks bebas narkoba tawuran dst kenapa pemuda banyak kehilangan arah nlink react with ,"{'neg': 0.147, 'neu': 0.781, 'pos': 0.072, 'compound': -0.34}",-0.34,negatif
 psikiaternya juga bilang kalau narkoba alkohol dan seks bebas adalah pelarian buat orang yang punya trauma bermasalah dan merasa bahagia ,"{'neg': 0.176, 'neu': 0.545, 'pos': 0.279, 'compound': 0.4939}",0.4939,positif
 kirim adhinatalia negara italy itali italia gratis kapal laut seks bebas gaya apa saja pulang biaya sendiri ,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.765}",0.765,positif
 biasa aja lebih banyak orang melakukan seks bebas daripada nikah siri ,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.552}",0.552,positif
 allah jauhkan lah aku dari seks bebas ,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.5106,positif
 kucing gue doang yang bulan puasa masih melakukan seks bebas ,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,positif
 wal buan klo sekitar rmh buan kosan seks bebas buan ttp berprinsip let people enjoy things juga sih ,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.6486}",0.6486,positif
 film duaa gariss biruu menurut akuu diaa banyak moralnya selain itu penyusunan cerita yang bagus film duaa garis biru juga film indonesia yang bikin aku nangis dan sadar perlu dan pentingnya edukasi tentang seks buat remaja dan kita jadi tau resiko seks bebas hfn ,"{'neg': 0.086, 'neu': 0.825, 'pos': 0.089, 'compound': 0.0516}",0.0516,positif
 gak semua gay kena bkn gak kena tapi blum kena hetero kena gara kalian sama perilaku seks bebas nloe gak nyrut agama trus nyuruh org nalangin biaya sakit loe fak lah loe berbuat loe tggjwb sendiri dah miskin msh seenaknya abis bool loe meletus loe dilepeh ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 ini semisal amirul jadi dosen terus klean mau cepet lulus judul skripsinya ini aja urgensi poligami dalam menanggulangi seks bebas serta meningkatkan kemakmuran hidup para janda nlangsung acc bosque langsung sidang malah ,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.5574}",0.5574,positif
 capek hati dihancurin sama orang brengsek yang menjaga hati nmakanya usah pacaran tai kucing nmending seks bebas aja dah kata gua ,"{'neg': 0.284, 'neu': 0.558, 'pos': 0.158, 'compound': -0.6369}",-0.6369,negatif
 miu kamu seks bebas yah ,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.7003}",0.7003,positif
 lebih baik fokus belajar aja belum legal juga sih dan soalnya banyak kasus anak smp pacaran malah seks bebas dan hamil saranku sih usah cepu mamah nasehatin aja adekmu ,"{'neg': 0.101, 'neu': 0.745, 'pos': 0.154, 'compound': 0.4819}",0.4819,positif
 hallo sunners apa kalian pernah belajar edukasi seks atau memiliki pengalaman terkait seks mau hindari seks bebas yukk dengerin podcastnya ,"{'neg': 0.074, 'neu': 0.772, 'pos': 0.154, 'compound': 0.34}",0.34,positif
 agak ngeri dikit sama kriminalitas alkohol seks bebas bencana alam etos kerja tinggi tapi gpp ,"{'neg': 0.267, 'neu': 0.482, 'pos': 0.251, 'compound': -0.1055}",-0.1055,negatif
 negara mana yang bebas judi sama seks gua pengen lahir situ ajja ,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.5574}",0.5574,positif
 yay nsetuju masuk dalam kurikulum dan dijelaskan secara gamblang oleh pendidik yang sangat edukatif materi amp bahasa yang diberikan harus sesuai dengan usia pelajar hal ini dapat mencegah seks bebas kelainan seksual kejahatan seksual penyakit seksual etc ,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.8834}",0.8834,positif
 cjangan mencampuradukkan sprite dan insto ujar darmono menyikapi isu seks bebas kalangan kucing kampung ,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5106}",0.5106,positif
 kalo kena hiv nya karna seks bebas apa masih sayang bgt wkwkwk ,"{'neg': 0.168, 'neu': 0.652, 'pos': 0.179, 'compound': 0.0516}",0.0516,positif
 kalo karena seks bebas pertahanin malah elu sakit nder ,"{'neg': 0.199, 'neu': 0.602, 'pos': 0.199, 'compound': 0.0}",0.0,neutral
 penyebab dia sakit apa seks bebas kalo iya tinggalin aja kasian anakmu ntar kalo ketuluran ,"{'neg': 0.261, 'neu': 0.63, 'pos': 0.109, 'compound': -0.5542}",-0.5542,negatif
 ckerajaan tidak akan sesekali menyokong sebarang penganjuran program lgbt yang mempromosikan budaya hedonistik lucah dan seks bebas nga komeng nsaya bukan anti lgbt seperti anwar nmalah cdiraikan dalam buku putaria nsemak stok ,"{'neg': 0.097, 'neu': 0.721, 'pos': 0.183, 'compound': 0.5734}",0.5734,positif
 satu dua kasus nterus digeneralisir nujung nya jualan seks bebas nudah kebaca kek gitu ,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.8271}",0.8271,positif
 kalau seks bebas apa bukan kategori kenakalan remaja ,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}",0.5106,positif
 ahok dan keluarganya semua arab kadrun stres dia penebar seks bebas ajudan pembokat istri dia embat lol ,"{'neg': 0.098, 'neu': 0.653, 'pos': 0.249, 'compound': 0.5719}",0.5719,positif
 dlu ini deh kalau org melakukan seks bebas itu menutup kemungkinan adanya bakteri tidak ter detec jadi solusi nya hrus cek berkala maslh hiv harus ada faktor pencetus nya ,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4477}",0.4477,positif
 kata moderat menurut definisi dalam bingkai ateis barat adalah menerima plurisme feminisme lgbt kesetaraan seks bebas riba gender demokratisasi dan human right artinya toleran terhadap maksiat mereka sedangkan mereka tidak toleran kepada syariat islam riba ,"{'neg': 0.034, 'neu': 0.798, 'pos': 0.168, 'compound': 0.7506}",0.7506,positif
 benarkah ada nabi yang menghalalkan minuman keras dan seks bebas hijabnakal jilbabbinal ramadhanday ,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.7269}",0.7269,positif
 nakal perbuatan negatif nsok suci perbuatan negatif ntrus dibandingin apaan dua nya perbuatan jelek kok apalagi ditambah hamil duluan seks bebas dan aborsi makin double jeleknya ,"{'neg': 0.296, 'neu': 0.605, 'pos': 0.098, 'compound': -0.8885}",-0.8885,negatif
 kemaren kesel duluan ditanyain gini mulu krn sepupu pada nikah jawab aja cmasih mau seks bebas dulu trus langsung gak ditanyain lagi ,"{'neg': 0.086, 'neu': 0.762, 'pos': 0.152, 'compound': 0.25}",0.25,positif
 andri sobari alias emon predator seks ratusan anak bebas dari penjara kemenppa kalau mengulangi dapat pidana tambahan ,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.7579}",-0.7579,negatif
 saman nrakyat dan saya selaku aktivis sejak nak tahu sama ada nsama ada benar mahathir kronisma nepotisma dan korup natau nbenar anwar pengamal seks bebas luar tabii juga ajen asing nlanjut klik ,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.552}",0.552,positif
 org dewasa minum bir tanpa nyetir amp mabuk depan umum bebas aja npake bikini pantai kuta bebas aja celana pendek mall banyak banget npolisi atau tetangga mergoki pasangan seks pranikah berwenang utk nindak nbeda banget negara bersistem syariah ,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.8375}",0.8375,positif
 jawab aja belum kepikiran nikah masih suka seks bebas gituu ,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7003}",0.7003,positif
 seks bebas bahas nice atuh berarti bole ,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.7906}",0.7906,positif
 dia bersama seorang lagi yang masih bebas didakwa memperdagangkan wanita berusia dan tahun bagi eksploitasi seks awaninews awani ,"{'neg': 0.075, 'neu': 0.788, 'pos': 0.137, 'compound': 0.3612}",0.3612,positif
 turab itu bagaikan sesuatu sangat istimewa bagi sebagian org begok bisa dibodohbodohi oleh arab pesek kaum sumbu pendek nkeistimewaan turab dinegri sdh jelas kelihatan dari peternakan mrk puncak sangat bebas npengen seks tinggal kawin kontrak goknya wanita negriku ,"{'neg': 0.226, 'neu': 0.566, 'pos': 0.207, 'compound': -0.1298}",-0.1298,negatif
 bismillah gue ndisayang alloh bgt bgt ngak suisaid gak narkoba gak kriminal seks bebas pas lagi ancur nya karena alloh genggam jiwa gue kenceng bgt ,"{'neg': 0.133, 'neu': 0.655, 'pos': 0.212, 'compound': 0.5974}",0.5974,positif
 gila aja manusia kek gini dilolosin gak ngaca dari kasus kmaren apa itu aja masuk daftar sosok predator seks terbesar dalam sejarah inggris lah ini dengan entengnya bebas bersyarat wkwkwk kocak ,"{'neg': 0.073, 'neu': 0.851, 'pos': 0.076, 'compound': 0.0258}",0.0258,positif
 siapa pun yang bebas malam ini dan ingin berhubungan seks anda dapat membuat janji dengan saya sekarang saya barlai ,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5106}",0.5106,positif
 semakin membuatku yakin untuk menjauhi seks bebas xad ,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}",0.7184,positif
 kalian lawak semua apa dikaitkan ama herpes langsung btw tanya dulu sendernya suka berhubungan ntrus tanya dulu lokasi terjadinya penyakit sedang dialami sender tau sebagian besar dari kalian aktif seks bebas tapi semua orang juga kek gitu xba ,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.8225}",0.8225,positif
 syarat dari tuan rumah juga bisa diajukan seperti terjadi qatar tahun lalu tidak bolah ada alkohol lgbt seks bebas mematuhi aturan setempat aturan berbusana dan lainnya ,"{'neg': 0.068, 'neu': 0.831, 'pos': 0.102, 'compound': 0.2732}",0.2732,positif
 jangan narkoba jangan kriminal jangan seks bebas ,"{'neg': 0.656, 'neu': 0.13, 'pos': 0.214, 'compound': -0.7003}",-0.7003,negatif
 bullying begal dan sekarang juga banyak remaja bacok orang itu bawa sajam balapan amp naik kendaraan kebut kebutan seks bebas narkoba krisis moral dan etika terutama sikap sopan santun dan lain ,"{'neg': 0.175, 'neu': 0.669, 'pos': 0.156, 'compound': -0.1868}",-0.1868,negatif
 narkoboy seks bebas ,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,positif
 seks bebas bullying hamidun ,"{'neg': 0.424, 'neu': 0.217, 'pos': 0.359, 'compound': -0.1531}",-0.1531,negatif
 seks bebas seks sebelum menikah buya yahya menjawab alshadahmad buyayahya nisa seksbebas menikah ,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.765}",0.765,positif
 dalam tidur kurang lebih jam ada banyak kejadian disana ketangkep polisi garagara narcos tiba tiba jadi guru paud lagi ngajarin tentang bahaya seks bebas maen bareng jadi anak sekolahan lagi dengan teman teman smp tapi timingnya sma nseru banget hidup dimimpi ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 open itu kan diasosiasikan bebas sebagai pelacur psk pekerja seks komersil jadi menurutku selama tidak ada penawaran transaksi seks terbuka jasanya bukan open mungkin lebih cocok disebut escorting ,"{'neg': 0.054, 'neu': 0.876, 'pos': 0.071, 'compound': 0.1779}",0.1779,positif
 lebih baik ini dari pada seks bebas dan berkumpul kebo ,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.7351}",0.7351,positif
 maka itu agar lgbt itu tidak berhubungan seks bebas ada baiknya dilegalkan untuk perlindungan hak dan kewajiban nyg harus dilarang itu pernikahan tidak sesama jenis jangan protes ,"{'neg': 0.195, 'neu': 0.727, 'pos': 0.078, 'compound': -0.5187}",-0.5187,negatif
 dah mati semoga allah ampuni dosanya nyg masih hidup sbg hentikan hidup utk bergaya mewah main ganja syabu ketagih seks bebas begging lapar perhatian jantan dll berapa hari semua nak dibanggakan ncari kerja tetap biar gaji sedikit tapi halal ,"{'neg': 0.105, 'neu': 0.725, 'pos': 0.17, 'compound': 0.2144}",0.2144,positif
 larang nya dong lagian siapa juga memperbolehkan seks bebas sana sini ,"{'neg': 0.185, 'neu': 0.596, 'pos': 0.219, 'compound': 0.128}",0.128,positif
 kalau xnak bayar sila cari bumi lain boleh duduk dgn free dan bebas memperhambakan seks sonsang ,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.7964}",0.7964,positif
 kenapa sekalian dua duanya aja dilarang seks bebas dan homoseks sama sama merugikan kenapa membandingkan hal sama jeleknya ,"{'neg': 0.136, 'neu': 0.736, 'pos': 0.128, 'compound': -0.0516}",-0.0516,negatif
 emon predator seks anak bebas dari penjara warga baros sukabumi cemas ,"{'neg': 0.278, 'neu': 0.556, 'pos': 0.167, 'compound': -0.296}",-0.296,negatif
 nudara bebas tarik dalam dalam kewarasan yang buyar dia genggam erat erat kok bisa kamu ngomong itu cuma seks dia meraung how could you say that xba xaa xad kenapa bisa kamu semudah itu ,"{'neg': 0.065, 'neu': 0.791, 'pos': 0.144, 'compound': 0.5267}",0.5267,positif
 ini sepertinya pompeii italy nya konon pompeii ini sama sodom gomora nbyk kegiatan seks bebas bahkan juga lgbt ntersapu terkubur oleh ganasnya letusan vesuvius nsemacam azab kaum sodom gomora nambil pelajarannya saja ,"{'neg': 0.099, 'neu': 0.779, 'pos': 0.122, 'compound': 0.2748}",0.2748,positif
 apa pun melakukan sebuah hubungan tanpa mahram mau itu nge seks ato pacaran itu namakan zina zina bukan hanya tentang seks bebas tapi segala hubungan lakukan dua orang tanpa mahram itu lah zina ,"{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.2146}",-0.2146,negatif
 lagian emg bner org kek gni ngerepotin mreka seks bebas harusnya tau sndr risikonya gamau hamil pake kondom ini pas udh kejadian malah ngerepotin org ,"{'neg': 0.14, 'neu': 0.653, 'pos': 0.208, 'compound': 0.5897}",0.5897,positif
 jangan mewajarkan salah dibalik kata idola seolah idolamu itu sempurna setiap saat npuluhan juta remaja negeri ini rentan trhdp perilaku seks bebas dan zat berbahaya krn punya pola pikir retarded sprti ini nyakinlah ada brp pasang mata menilai kita setiap saat ,"{'neg': 0.127, 'neu': 0.669, 'pos': 0.204, 'compound': 0.6526}",0.6526,positif
 bebas dari penjara begini kehidupan emon predator seks ratusan anak sukabumi lengkapcepatberitanya beritaterkini ,"{'neg': 0.129, 'neu': 0.742, 'pos': 0.129, 'compound': 0.0}",0.0,neutral
 napa lagi islam koreksi dikte aji sudarmawan lelaki perempuan pisah bingung napa lagi pandangan tundukan konsultasi dulu dengan jazirah arab itu buat raja kamu salah paham jangan sampai lihat elu gitu jalan santai saja bebas khalifah lihat elu diperkosa seks luh ,"{'neg': 0.149, 'neu': 0.706, 'pos': 0.144, 'compound': -0.0772}",-0.0772,negatif
 seperti kata dina aku concern bukan soal thread aja sih cerita remaja beralasan edukasi seolah glorified adegan ranjangnya dan ini buanyak populer genre teenfic npelajaran soal seks bebas lbh apa sih yang terjadi kalau gagal rata rata dibuat ,"{'neg': 0.056, 'neu': 0.757, 'pos': 0.187, 'compound': 0.765}",0.765,positif
 apa hubungannya sama pecinta seks bebas ini ,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.8316}",0.8316,positif
 kalau partner dah betul syg dia takkan ungkit kisah silam psgannya sbb dianggap aib melainkan ada masalah ketagihan seks bebas itu cerita lain ,"{'neg': 0.157, 'neu': 0.665, 'pos': 0.179, 'compound': 0.2023}",0.2023,positif
 emon predator seks anak bebas dari penjara warga mengaku cemas ,"{'neg': 0.296, 'neu': 0.43, 'pos': 0.274, 'compound': -0.1027}",-0.1027,negatif
 bebas dari bui emon predator seks sukabumi kini berubah dan sering ikut pengajian terasid beritaseindonesia ,"{'neg': 0.153, 'neu': 0.694, 'pos': 0.153, 'compound': 0.0}",0.0,neutral
 kalo minim literasi seks mending hindari seks bebas brew ,"{'neg': 0.146, 'neu': 0.662, 'pos': 0.192, 'compound': 0.1779}",0.1779,positif
 berarti kalau ada adegan seks bebas perselingkuhan juga kampanye perselingkuhan dan seks bebas dong lagian yang kampanye mereka yang pusing ,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8271}",0.8271,positif
 akibat seks bebas liberalisme atheisme ,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.5106,positif
 nentuin selingkuh gak ama laki lah masa netijen hub kalian rules kalian bikin batasan smp mana nmo nanya ama org chatan ama laen jenis aja dianggep selingkuh pasti iya nanya ama pny rules bebas asal gak bawa perasaan atau sampe ada seks gak ,"{'neg': 0.053, 'neu': 0.768, 'pos': 0.178, 'compound': 0.7565}",0.7565,positif
 setujuu yey hidup nikah tua marilah seks bebas saat muda ,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.7003}",0.7003,positif
 khutbah lgbt minggu nnext week njgn lupa khutbah jumaat pasal masalah sosial dalam keluarga haruan makan anak buang baby seks bebas dadah ndan aku yakin ramai ketua keluarga dtg solat jumaat apa kata khutbah sekali erti tanggujawab sebagai ketua keluarga ,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.4526}",0.4526,positif
 gua udah capek hts fwa fwb mau seks bebas aja kalau xad ,"{'neg': 0.153, 'neu': 0.421, 'pos': 0.426, 'compound': 0.6369}",0.6369,positif
 kirain predator xad nemon predator seks anak bebas dari penjara warga mengaku cemas ,"{'neg': 0.255, 'neu': 0.509, 'pos': 0.236, 'compound': -0.1027}",-0.1027,negatif
 setuju ada setujunya karna seharusnya pelaku seks bebas hrs paham namanya alat kontrasepsi peduli namanya konsekuensi karna bersalah bakal kena imbasnya penting itu adalah kontrasepsi jgn bego condom sex ,"{'neg': 0.131, 'neu': 0.529, 'pos': 0.34, 'compound': 0.8713}",0.8713,positif
 karna dengan seks edu tuh menurutku jauh lebih mengurangi terjadinya akibat dari pergaulan bebas karna negara kita menganggap itu masih hal tabu seks edu jadi anak tuh kepo dan gabisa ngendaliin diri karna hal itu adalah hal baru dan ibaratnya ditutup rapat ,"{'neg': 0.065, 'neu': 0.817, 'pos': 0.118, 'compound': 0.3102}",0.3102,positif
 inget sjw slalu salty org udh nikah pingin anak lebih ktanya bikin populasi membludak pdhl org udh nikah stidakny mrka udh berumah tngga sdh komit pny anak jstru bikin membludak org gini seks bebas sana sini dalih consent lalu hamil gasiap ,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.8649}",0.8649,positif
 kurang sosialisasi karna dulu pernah ada iklan kondom amp iklan pelayanan sosial ttg pentingnya kondom tuh dirujak katanya mendukung gerakan seks bebas padahal ada amp tidaknya iklan itu seks bebas bakal terus ada ,"{'neg': 0.042, 'neu': 0.747, 'pos': 0.211, 'compound': 0.8519}",0.8519,positif
 seks bebas macam asd hahaha ,"{'neg': 0.0, 'neu': 0.175, 'pos': 0.825, 'compound': 0.8555}",0.8555,positif
 tradisi seksual kuno anak anak boleh seks bebas sebelum menikah international ,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",0.5106,positif
 emon predator seks yang sodomi anak sukabumi bebas sejak februari lalu nbaca berita selengkapnya beritaterkini berita beritaindonesia news beritaupdate beritaonline beritanasional beritaviral beritaterbaru beritaharian ,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.5106}",0.5106,positif
 beda kalau menurut kaum homophobia seks bebas atau apapun gpp asal bukan lesbian aja itu lah kaum munafik ,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6369}",0.6369,positif
 terlalu glorifikasi org barat menurut seks bebas dan sebelum menikah tuh praktek dilakuin sejak zaman peradaban manusia punya ilmu zaman manusia gada bedanya sama hewan menurut ngelakuin praktek sama kayak zaman kayak gitu bukti kemajuan amp kepinteran ,"{'neg': 0.036, 'neu': 0.722, 'pos': 0.241, 'compound': 0.91}",0.91,positif
